SL,Ticket No,Client Name,SCR ID,To Address,From Site ID:,To Site ID:,Capacity,Fault Type,Fault Raised By,System Fault Date & Time,Notification Date & Time,Root Cause(L-1),Root Cause(L-2),Root Cause(L-3),RestorationSystem Date,Restoration Date,TTOpenBy,TTClosedBy,Outage due to,Restoration Confirm by
184,2016070672749,1 Asia Alliance Communication Limited,13225,"Grameen Bank Bhaban,Mirpur-2","-Alliance Building,63,Pragati Sharani.(Connected)","-Grameen Bank Bhaban,Mirpur-2",,Down-Link-Link,S.M.Rifatuzzaman,2016-07-06 03:30:41,2016-07-06 03:30:53,Passive,Faulty,Patch Cord Cut - LDP/BDB,2016-07-06 16:41:40,2016-07-06 15:41:39,Rabby,Chhanda,F@H End Problem,Md. Selinur Rahm
185,2016070572668,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Fluctuation-Link-Link,Nazim Uddin Ahmed,2016-07-05 13:01:09,2016-07-05 13:03:51,,Client End Problem,Client End Problem (Others),2016-07-05 15:53:12,2016-07-05 15:26:52,Khalid,Chhanda,Client End Problem,Md. Selinur Rahm
186,2016070372520,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,1977881150,2016-07-03 23:39:40,2016-07-03 23:39:09,,Core Break,Core Break (LDP/BDB),2016-07-04 00:47:55,2016-07-04 00:23:45,Shamim,Shamim,F@H End Problem,NOC
187,2016070272404,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,1977881150,2016-07-02 23:44:26,2016-07-02 10:48:24,,U/G Fiber Cut,U/G Fiber Cut,2016-07-03 12:56:08,2016-07-03 12:38:55,A.momin,Bashir Ahmed,F@H End Problem,rifat
188,2016070272394,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,Network Operation Center (NOC),2016-07-02 23:03:15,2016-07-02 23:02:58,,U/G Fiber Cut,U/G Fiber Cut,2016-07-03 11:52:32,2016-07-03 11:34:48,Rabby,Bashir Ahmed,F@H End Problem,rifst]
189,2016063072025,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,Sayeda Farhana Haque,2016-06-30 09:11:41,2016-06-30 08:59:28,,Core Break,Core Break (LDP/BDB),2016-06-30 16:21:17,2016-06-30 16:04:17,Chhanda,Khalid,F@H End Problem,Mr Shawon
190,2016062671169,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,Sayeda Farhana Haque,2016-06-26 10:47:18,2016-06-26 10:42:02,Passive,Faulty,Patch Cord Cut - LDP/BDB,2016-06-26 20:38:07,2016-06-26 18:06:36,Abdur,Amitabh,F@H End Problem,Zaheed Hossain
191,2016060867760,1 Asia Alliance Communication Limited,10921,"HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212","-THE ALLIANCE BULDING, 63 PROGOTI SARANI, BARIDHARA CONNECTED","-HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212",,Down-Link-Link,NOC,2016-06-08 14:09:24,2016-06-08 13:50:44,,U/G Fiber Cut,U/G Fiber Cut,2016-06-09 11:31:05,2016-06-09 05:30:15,T.ahmed,Amitabh,F@H End Problem,Sayeda Farhana H
192,2016060867754,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,NOC,2016-06-08 14:05:22,2016-06-08 13:47:36,,U/G Fiber Cut,U/G Fiber Cut,2016-06-11 17:47:07,2016-06-08 21:52:46,T.ahmed,T.ahmed,F@H End Problem,MSSD
193,2016060667401,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,Md. Selinur Rahman,2016-06-06 23:33:48,2016-06-06 23:18:28,,Core Bend,Core Bend (O/H),2016-06-07 01:38:35,2016-06-06 23:55:35,Rabby,Shahed,F@H End Problem,Md. Selinur Rahm
194,2016060667370,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,Rifatuzzaman(0977 881150),2016-06-06 18:38:04,2016-06-06 18:45:35,,Core Break,Core Break (LDP/BDB),2016-06-08 07:27:50,2016-06-08 05:43:26,Israt.jaheen,Samad,F@H End Problem,Md. Selinur Rahm
195,2016060667231,1 Asia Alliance Communication Limited,24758,"BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",-Mango Colocity (F@H ODF),"-BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",,Down-Link-Link,Mr Juel 01977881148,2016-06-06 10:15:38,2016-06-06 10:23:44,,Client End Problem,Client End Problem (Others),2016-06-08 12:29:15,2016-06-08 12:32:25,Abdur,T.ahmed,Client End Problem,Sumaiya Mousumi
196,2016060466848,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Fluctuation-Link-Link,Sumaiya Mousumi,2016-06-04 10:50:28,2016-06-04 10:56:28,,Client End Problem,Client End Problem (Others),2016-06-07 21:03:37,2016-06-04 13:39:00,Samad,Shamim,Client End Problem,Mr.Zahid
197,2016053166126,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Site-STM,Sumaiya Mousumi,2016-05-31 11:50:20,2016-05-31 11:36:40,,Client End Problem,Client End Problem (Others),2016-05-31 22:59:46,2016-05-31 15:30:58,Khalid,T.ahmed,Client End Problem,NOC
198,2016052965435,1 Asia Alliance Communication Limited,24758,"BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",-Mango Colocity (F@H ODF),"-BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",,Down-Link-Link,Mr Selunur Rahman,2016-05-29 03:20:24,2016-05-29 03:13:49,Passive,OH,Core Break,2016-06-05 16:56:42,2016-06-05 16:00:53,T.ahmed,Israt.jaheen,F@H End Problem,Mr Juel
199,2016052765211,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,Md. Selinur Rahman,2016-05-27 21:17:42,2016-05-27 21:19:27,,U/G Fiber Cut,U/G Fiber Cut,2016-05-28 15:02:06,2016-05-28 14:47:00,Hamidur,Arman,F@H End Problem,Sayeda Farhana H
200,2016052264302,1 Asia Alliance Communication Limited,24758,"BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",-Mango Colocity (F@H ODF),"-BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",,Down-Link-Link,Nazim Uddin(880 1977 881150 ),2016-05-22 18:10:42,2016-05-22 18:16:55,Passive,Faulty,Patch Cord Bend - CO,2016-05-23 00:35:13,2016-05-23 00:21:34,Israt.jaheen,Khalid,F@H End Problem,Sojol
201,2016051963848,1 Asia Alliance Communication Limited,17587,"Virgo Communication, 10th Floor, Khaza Tower, Mohakhali.","-FHL ITC ODF, Gulshan 01","-Virgo Communication, 10th Floor, Khaza Tower, Mohakhali.",,Down-Link-Link,Benzir Vai [ 248],2016-05-19 19:33:01,2016-05-19 19:40:10,,O/H Fiber Cut,O/H Fiber Cut,2016-05-22 19:48:48,2016-05-22 19:44:46,Shamim,Israt.jaheen,F@H End Problem,Mr.Nazim
202,2016051462457,1 Asia Alliance Communication Limited,24758,"BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",-Mango Colocity (F@H ODF),"-BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",,Down-Link-Link,Samiur Rahman,2016-05-14 05:01:08,2016-05-14 05:07:28,,U/G Fiber Cut,U/G Fiber Cut,2016-05-14 13:25:37,2016-05-14 12:56:00,Shahed,Ashraful,F@H End Problem,Sumaiya Mousumi
203,2016051161961,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Sumaiya Mousumi,2016-05-11 13:53:16,2016-05-11 12:09:32,,Logical Problem,Logical Problem (Others),2016-05-11 23:58:44,2016-05-11 23:19:57,Chhanda,Khalid,F@H End Problem,Sumaiya Mousumi
204,2016051161959,1 Asia Alliance Communication Limited,13225,"Grameen Bank Bhaban,Mirpur-2","-Alliance Building,63,Pragati Sharani.(Connected)","-Grameen Bank Bhaban,Mirpur-2",,Down-Link-Link,Sumaiya Mousumi,2016-05-11 13:49:52,2016-05-11 12:09:07,,Logical Problem,Logical Problem (Others),2016-05-11 23:56:53,2016-05-11 13:57:54,Chhanda,Khalid,F@H End Problem,Sumaiya Mousumi
205,2016051161956,1 Asia Alliance Communication Limited,10921,"HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212","-THE ALLIANCE BULDING, 63 PROGOTI SARANI, BARIDHARA CONNECTED","-HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212",,Down-Link-Link,Sumaiya Mousumi,2016-05-11 13:45:33,2016-05-11 12:09:52,,Client End Problem,Client End Problem (Others),2016-05-12 00:33:22,2016-05-11 13:57:31,Chhanda,Khalid,Client End Problem,Sumaiya Mousumi
206,2016051161947,1 Asia Alliance Communication Limited,6611,Ramna BTRC,"-6th Floor,63 Pragati sarani, Baridhara, Dhaka",-Ramna BTRC,,Down-Link-Link,Sumaiya Mousumi,2016-05-11 13:31:23,2016-05-11 12:09:20,,Logical Problem,Logical Problem (Others),2016-05-11 23:54:17,2016-05-11 13:57:51,Chhanda,Khalid,F@H End Problem,Sumaiya Mousumi
207,2016051161942,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,Sumaiya Mousumi,2016-05-11 13:19:12,2016-05-11 12:09:47,,Port Hang,Port Hang (Switch),2016-05-11 23:43:46,2016-05-11 13:57:42,Chhanda,Khalid,F@H End Problem,Sumaiya Mousumi
208,2016050560458,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,1777954311,2016-05-05 01:48:14,2016-05-05 01:53:41,,Planned Work,Planned Work (F@H),2016-05-05 10:42:15,2016-05-05 10:59:40,Faisal.kibria,Abdur,F@H End Problem,MSSD
209,2016042258284,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,Selinur Rahman,2016-04-22 22:19:17,2016-04-22 22:24:38,,Client End Problem,Client End Problem (Others),2016-04-25 20:53:12,2016-04-25 20:48:52,Hasibur,Arman,Client End Problem,Mr. Rifat
210,2016042057971,1 Asia Alliance Communication Limited,13636,"Road 83,84,Gulshan Avenue,Gulshan 2","-Alliance Building,63,Pragati Sharani.","-Road 83,84,Gulshan Avenue,Gulshan 2",,High Loss-High Loss-Link,880 1777954311,2016-04-20 19:19:28,2016-04-20 19:24:29,,Client End Problem,Client End Problem (Others),2016-04-21 17:39:22,2016-04-21 17:34:38,Bashir Ahmed,Bashir Ahmed,Client End Problem,
211,2016041657144,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,High Loss-High Loss-Link,Zaheed Hossain,2016-04-16 11:21:02,2016-04-16 11:25:35,,Client End Problem,Client End Problem (Others),2016-04-20 08:07:34,2016-04-18 12:03:00,Chhanda,Ashraful,Client End Problem,NOC
212,2016041456915,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,NOC,2016-04-14 03:01:02,2016-04-14 03:05:44,Client,Wrong Complaint,Wrong Complaint,2016-04-14 03:01:34,2016-04-14 03:14:01,A.bakar,A.bakar,Client End Problem,
213,2016041456914,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,noc,2016-04-14 03:00:08,2016-04-14 03:05:34,,,Client End Problem (Fiber Cut),2016-04-14 17:30:14,2016-04-14 17:30:29,Shamim,Rabby,F@H End Problem,MSSD
214,2016041456907,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Fluctuation-Link-Link,Mr.Nazim,2016-04-14 00:55:38,2016-04-14 01:01:21,,,Patch Cord Faulty,2016-04-16 08:52:56,2016-04-16 07:40:51,Shamim,Chhanda,F@H End Problem,Zaheed Hossain
215,2016041356869,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,Samiur Rahman,2016-04-13 20:31:24,2016-04-13 20:37:01,,Client End Problem,Client End Problem (Others),2016-04-14 00:47:49,2016-04-14 00:26:00,Amitabh,Shamim,Client End Problem,Mr.Nizam
216,2016041356605,1 Asia Alliance Communication Limited,17077,"Earth Telecommunication ODF, Khawja Tower ,9th Floor.","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1213 (Connected)","-Earth Telecommunication ODF, Khawja Tower ,9th Floor.",,Down-Link-Link,Md. Selinur Rahman,2016-04-13 03:14:03,2016-04-13 02:29:44,,O/H Fiber Bend,O/H Fiber Bend,2016-04-17 14:39:29,2016-04-17 14:05:37,Samad,Shahed,F@H End Problem,Mr.Tasnim Bashar
217,2016040253973,1 Asia Alliance Communication Limited,11430,"Colo Asia Brock Tower COMMON POI Poribag,Dhaka","-The Alliance Bulding, 63 Progoti Sarani, baridhara","-Colo Asia Brock Tower COMMON POI Poribag,Dhaka",,Down-Link-Link,S.M.Rifatuzzaman,2016-04-02 01:09:45,2016-04-02 01:13:38,,Client End Problem,Client End Problem (Others),2016-04-02 13:43:37,2016-04-02 12:36:42,A.bakar,Abdur,Client End Problem,Sumaiya Mousumi
218,2016040253961,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Mr.Rifat,2016-04-02 00:29:59,2016-04-02 00:34:06,,Planned Work,Planned Work (F@H),2016-04-02 02:57:46,2016-04-02 02:36:54,Shamim,Shamim,F@H End Problem,S.M.Rifatuzzaman
219,2016032953055,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,High Loss-High Loss-Link,NOC,2016-03-29 13:02:40,2016-03-29 12:55:53,Passive,Faulty,Fiber Adapter Problem - CO,2016-03-30 04:33:36,2016-03-30 04:00:28,T.ahmed,Faisal.kibria,F@H End Problem,1 Asia NOC
220,2016032352079,1 Asia Alliance Communication Limited,17077,"Earth Telecommunication ODF, Khawja Tower ,9th Floor.","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1213 (Connected)","-Earth Telecommunication ODF, Khawja Tower ,9th Floor.",,Down-Link-Link,880 1977 881150 (24/7),2016-03-23 15:11:50,2016-03-23 15:15:20,Passive,Faulty,Patch Cord Bend - CO,2016-03-24 13:57:09,2016-03-23 21:45:40,Bashir Ahmed,Chhanda,F@H End Problem,Ms.Sumaiya
221,2016032251736,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Quality Issue-Bandwidth Problem-Bandwidth problem,Sumaiya Mousumi,2016-03-22 11:14:11,2016-03-22 11:16:27,,Logical Problem,Logical Problem (Others),2016-03-22 17:41:15,2016-03-22 16:56:40,Chhanda,Arman,F@H End Problem,Nazim Uddin Ahme
222,2016030448022,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Mr. Zahidul-01711108571,2016-03-04 16:58:27,2016-03-04 16:50:32,,Client End Problem,Client End Problem (Others),2016-03-04 20:01:25,2016-03-04 20:14:01,T.ahmed,Saddam.hossen,Client End Problem,MSSD
223,2016030247608,1 Asia Alliance Communication Limited,13636,"Road 83,84,Gulshan Avenue,Gulshan 2","-Alliance Building,63,Pragati Sharani.","-Road 83,84,Gulshan Avenue,Gulshan 2",,Down-Link-Link,Sumaiya Mousumi,2016-03-02 09:36:39,2016-03-02 09:34:48,,Client End Problem,Client End Problem (Others),2016-03-03 21:27:57,2016-03-03 21:08:27,Chhanda,T.ahmed,Client End Problem,Mr. Shawon
224,2016030147549,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Nazim Uddin Ahmed,2016-03-01 21:06:44,2016-03-01 21:07:54,,Client End Problem,Client End Problem (Others),2016-03-02 00:07:00,2016-03-01 21:45:06,T.ahmed,Arman,Client End Problem,Nazim Uddin Ahme
225,2016022646812,1 Asia Alliance Communication Limited,13636,"Road 83,84,Gulshan Avenue,Gulshan 2","-Alliance Building,63,Pragati Sharani.","-Road 83,84,Gulshan Avenue,Gulshan 2",,Down-Link-Link,Mr. Nazim,2016-02-26 18:28:23,2016-02-26 18:30:24,,Client End Problem,Client End Problem (Others),2016-02-28 09:57:27,2016-02-28 09:27:56,Shahed,A.bakar,Client End Problem,Ms. Sumaiya
226,2016022546694,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,-Link Down-Link Down,1977881150,2016-02-25 23:06:26,2016-02-25 23:00:14,,U/G Fiber Cut,U/G Fiber Cut,2016-02-26 22:17:48,2016-02-26 21:24:16,Faisal.kibria,Anayat.masum,F@H End Problem,1 Asia NOC
227,2016022546493,1 Asia Alliance Communication Limited,12352,"COLO ASIA BROCK TOWER PORIBAG COMMON POI, DHAKA","-THE ALLIANCE BULDING, 63 PROGOTI SARANI, BARIDHARA","-COLO ASIA BROCK TOWER PORIBAG COMMON POI, DHAKA",,Down-Link-Link,Support,2016-02-25 06:40:29,2016-02-25 06:42:27,,Client End Problem,Client End Problem (Others),2016-02-25 07:03:41,2016-02-25 07:08:01,Bashir Ahmed,Shamim,Client End Problem,MR.Rifat[0197788
228,2016021344575,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Samiur Rahman,2016-02-13 07:32:32,2016-02-13 07:33:36,,U/G Fiber Cut,U/G Fiber Cut,2016-02-13 12:56:02,2016-02-13 12:04:55,Shamim,Shahed,F@H End Problem,Ms. Sumaiya Mous
229,2016021244416,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,NOC,2016-02-12 00:20:23,2016-02-12 00:20:36,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2016-02-13 09:53:53,2016-02-13 07:30:00,Rabbee,Ashraful,Client End Problem,Miss Sumaia
230,2016020142949,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Mr. Sumon,2016-02-01 12:42:18,2016-02-01 12:39:57,,Client End Problem,Client End Problem (Others),2016-02-01 13:19:48,2016-02-01 13:21:19,Shahed,Jubair,Client End Problem,Shawon
231,2016020142882,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Samiur Rahman,2016-02-01 05:31:21,2016-02-01 04:25:00,,U/G Fiber Cut,U/G Fiber Cut,2016-02-01 05:43:58,2016-02-01 05:10:00,Amitabh,Amitabh,F@H End Problem,Samiur Rahman
232,2016013042681,1 Asia Alliance Communication Limited,Not found,Benapole,-Dhaka,-Benapole,,Down-Link-Link,Support,2016-01-30 14:42:17,2016-01-30 12:10:58,,U/G Fiber Cut,U/G Fiber Cut,2016-01-31 15:03:21,2016-01-30 16:28:02,A.momin,Md.kamrul,F@H End Problem,MSSD
233,2016012842444,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,High Loss-High Loss-Link,Hemangshu Halder,2016-01-28 17:16:57,2016-01-28 16:52:16,,Client End Problem,Client End Problem (Others),2016-02-01 09:57:56,2016-02-01 05:38:56,Arman,Jubair,Client End Problem,Samiur
234,2016012742155,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Zaheed Hossain,2016-01-27 09:35:23,2016-01-27 09:34:31,Client,Wrong Complaint,Wrong Complaint,2016-01-27 09:35:51,2016-01-27 09:35:35,A.bakar,A.bakar,Client End Problem,
235,2016012742154,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,MSSD,2016-01-27 09:31:31,2016-01-27 07:30:00,Client,Wrong Complaint,Wrong Complaint,2016-01-27 09:49:27,2016-01-27 09:17:46,Shafath,Shahed,Client End Problem,Mr. Rifath
236,2016012541876,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,High Loss-High Loss-Link,Ms. Sumaiya 01977881150,2016-01-25 13:34:19,2016-01-25 13:33:39,Client,OH,Fiber Loss,2016-01-26 16:31:36,2016-01-26 04:21:29,A.momin,Rabby,Client End Problem,support( 0197788
237,2016012441782,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,-Link Down-Link Down,Mr. Samiur,2016-01-24 19:13:29,2016-01-24 18:40:24,,Client End Problem,Client End Problem (Others),2016-01-24 22:28:28,2016-01-24 22:00:28,A.momin,A.momin,Client End Problem,Mr. Samiur
238,2016012141382,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,-Link Down-Link Down,Mr. Selinur,2016-01-21 02:37:08,2016-01-21 02:37:04,,,Client End Problem (Fiber Cut),2016-01-21 20:09:01,2016-01-21 09:07:07,A.momin,Rabby,F@H End Problem,mr.rifat(0197788
239,2016011540636,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Md. Selinur Rahman,2016-01-15 01:13:14,2016-01-15 01:05:06,Passive,OH,Core Break,2016-01-15 05:54:53,2016-01-15 02:46:54,A.bakar,Saddam.hossen,F@H End Problem,
240,2016010139082,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Samiur Rahaman,2016-01-01 13:11:37,2016-01-01 13:07:42,,Client End Problem,Client End Problem (Others),2016-01-01 18:40:40,2016-01-01 18:08:39,Amitabh,A.bakar,Client End Problem,
241,2015123138973,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,NOC,2015-12-31 12:18:53,2015-12-31 12:13:33,,Client End Problem,Client End Problem (Others),2015-12-31 19:48:59,2015-12-31 18:26:47,Rabbee,A.bakar,Client End Problem,Mr Tonmoy
242,2015123038896,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,Mr. Rifatuzzaman 01977881150,2015-12-30 13:16:54,2015-12-30 13:15:09,,Client End Problem,Client End Problem (Others),2015-12-30 16:22:17,2015-12-30 16:19:19,A.momin,Saddam.hossen,Client End Problem,Mr.Tanmay
243,2015122938785,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,S.M.Rifatuzzaman,2015-12-29 14:52:51,2015-12-29 14:15:00,,Client End Problem,Client End Problem (Others),2015-12-29 14:53:51,2015-12-29 15:00:00,Amitabh,Amitabh,Client End Problem,S.M.Rifatuzzaman
